fbgn	protein_id	total_length	disorder_fraction	max_disordered_region	n_disordered_residues	mean_score
FBgn0030528	FBpp0073658	283	0.6678	66	189	0.4226
FBgn0027537	FBpp0073659	823	0.4326	65	356	0.3897
FBgn0052626	FBpp0309386	798	0.5376	59	429	0.4074
FBgn0030530	FBpp0073665	728	0.5495	49	400	0.4182
FBgn0030529	FBpp0073666	260	0.4269	34	111	0.3915
FBgn0030525	FBpp0073667	392	0.3622	23	142	0.3757
FBgn0030524	FBpp0073668	210	0.6619	49	139	0.4603
FBgn0030521	FBpp0073669	340	0.3471	40	118	0.3561
FBgn0030520	FBpp0073671	509	0.4047	45	206	0.3846
FBgn0001612	FBpp0073672	917	0.3664	40	336	0.3661
FBgn0001087	FBpp0073673	1034	0.4497	69	465	0.4091
FBgn0030514	FBpp0073674	789	0.6109	98	482	0.4426
FBgn0030512	FBpp0073675	787	0.3151	52	248	0.3682
FBgn0030510	FBpp0073677	362	0.1851	22	67	0.3232
FBgn0030506	FBpp0073678	918	0.4183	44	384	0.3921
FBgn0030504	FBpp0073679	1384	0.4371	65	605	0.3901
FBgn0030502	FBpp0073680	428	0.5841	57	250	0.4302
FBgn0030500	FBpp0073681	675	0.7896	137	533	0.4706
FBgn0030536	FBpp0073685	299	0.8562	94	256	0.5105
FBgn0000173	FBpp0073686	151	0.4172	27	63	0.3991
FBgn0044817	FBpp0298298	172	0.3256	19	56	0.3788
FBgn0030537	FBpp0073690	611	0.6399	49	391	0.4056
FBgn0040871	FBpp0073691	74	0.3649	16	27	0.3467
FBgn0030539	FBpp0073708	186	0.6720	45	125	0.3965
FBgn0030540	FBpp0073709	334	0.5030	39	168	0.4027
FBgn0030541	FBpp0073710	662	0.7236	53	479	0.4215
FBgn0052603	FBpp0073711	345	0.3101	20	107	0.3701
FBgn0030543	FBpp0113000	342	0.4971	23	170	0.3915
FBgn0004649	FBpp0073715	1984	0.3926	76	779	0.3741
FBgn0052600	FBpp0073730	344	0.5145	52	177	0.3953
FBgn0052601	FBpp0073731	262	0.8321	77	218	0.4990
FBgn0030566	FBpp0073732	263	0.6996	59	184	0.4543
FBgn0030569	FBpp0073733	993	0.7412	169	736	0.4780
FBgn0052598	FBpp0073735	262	0.8473	77	222	0.4987
FBgn0030563	FBpp0073736	197	0.7107	51	140	0.4627
FBgn0030544	FBpp0073745	158	0.4937	24	78	0.3829
FBgn0030570	FBpp0073746	147	0.0952	11	14	0.3021
FBgn0030571	FBpp0308546	213	0.5446	103	116	0.4279
FBgn0030573	FBpp0073750	151	0.4305	9	65	0.3880
FBgn0030575	FBpp0288460	413	0.4552	76	188	0.3919
FBgn0030577	FBpp0073752	210	0.6000	33	126	0.4131
FBgn0030578	FBpp0073753	285	0.5404	57	154	0.4124
FBgn0015010	FBpp0073754	256	0.2344	25	60	0.3455
FBgn0020508	FBpp0073755	254	0.1614	8	41	0.3260
FBgn0030576	FBpp0073756	599	0.2788	57	167	0.3218
FBgn0015774	FBpp0073757	793	0.6721	53	533	0.4237
FBgn0030574	FBpp0073761	541	0.1941	73	105	0.2791
FBgn0030572	FBpp0073762	167	0.3653	19	61	0.3886
FBgn0030582	FBpp0073763	843	0.3594	55	303	0.3750
FBgn0030583	FBpp0073765	201	0.8706	98	175	0.5038
FBgn0000535	FBpp0110308	1270	0.4339	80	551	0.3766
FBgn0052594	FBpp0073774	825	0.5103	106	421	0.3981
FBgn0030603	FBpp0073775	463	0.4255	42	197	0.3843
FBgn0030605	FBpp0073777	117	0.5128	29	60	0.4113
FBgn0030607	FBpp0073778	480	0.4729	116	227	0.4190
FBgn0053177	FBpp0073779	167	0.2455	39	41	0.3110
FBgn0053178	FBpp0309372	177	0.2373	14	42	0.2882
FBgn0030612	FBpp0073781	462	0.3593	52	166	0.3808
FBgn0030611	FBpp0073782	180	0.7778	42	140	0.4942
FBgn0030610	FBpp0073783	88	0.3295	10	29	0.3831
FBgn0030608	FBpp0073784	352	0.5966	52	210	0.4279
FBgn0030600	FBpp0073787	5233	0.4305	96	2253	0.3830
FBgn0030599	FBpp0292387	210	0.1952	20	41	0.2953
FBgn0027601	FBpp0073789	597	0.3568	46	213	0.3816
FBgn0052591	FBpp0073790	392	0.8954	211	351	0.5235
FBgn0030598	FBpp0073791	626	0.2764	32	173	0.3473
FBgn0030597	FBpp0073792	657	0.3973	43	261	0.3763
FBgn0030596	FBpp0073793	633	0.2354	22	149	0.3435
FBgn0030595	FBpp0073794	103	0.0388	1	4	0.2843
FBgn0030594	FBpp0073795	646	0.3173	29	205	0.3566
FBgn0030593	FBpp0073796	623	0.4141	50	258	0.3760
FBgn0030592	FBpp0073797	726	0.3044	64	221	0.3526
FBgn0030590	FBpp0073800	703	0.3812	88	268	0.3839
FBgn0030589	FBpp0073801	622	0.3264	32	203	0.3535
FBgn0030588	FBpp0073802	621	0.3655	31	227	0.3651
FBgn0030587	FBpp0073803	616	0.3442	27	212	0.3647
FBgn0030586	FBpp0073804	626	0.3307	24	207	0.3635
FBgn0052590	FBpp0073805	183	0.7432	39	136	0.4608
FBgn0030584	FBpp0073806	159	0.3836	19	61	0.3642
FBgn0003301	FBpp0073809	2248	0.5098	151	1146	0.4024
FBgn0030613	FBpp0303427	2154	0.6128	105	1320	0.4370
FBgn0030620	FBpp0073816	292	0.3904	25	114	0.3674
FBgn0030625	FBpp0073818	984	0.4634	89	456	0.3941
FBgn0015926	FBpp0073824	649	0.4129	42	268	0.3812
FBgn0026428	FBpp0303431	1179	0.3919	77	462	0.3619
FBgn0030631	FBpp0073828	1224	0.5931	104	726	0.4402
FBgn0030634	FBpp0073829	317	0.4038	44	128	0.3814
FBgn0003132	FBpp0073834	302	0.2285	20	69	0.3345
FBgn0030630	FBpp0073835	443	0.4515	123	200	0.4307
FBgn0030629	FBpp0073836	434	0.4793	119	208	0.4364
FBgn0030628	FBpp0073837	619	0.4378	33	271	0.3893
FBgn0030624	FBpp0073838	143	0.3287	19	47	0.3417
FBgn0030623	FBpp0073840	309	0.7735	107	239	0.4748
FBgn0030622	FBpp0073841	198	0.6768	75	134	0.4750
FBgn0052588	FBpp0073842	170	0.0941	6	16	0.2486
FBgn0030617	FBpp0111897	1141	0.5916	211	675	0.4373
FBgn0030616	FBpp0073844	93	0.9570	49	89	0.5216
FBgn0030615	FBpp0073845	495	0.5131	55	254	0.3976
FBgn0030614	FBpp0073846	149	0.6376	37	95	0.4488
FBgn0014455	FBpp0073847	432	0.3009	23	130	0.3439
FBgn0030638	FBpp0073848	455	0.1780	30	81	0.2909
FBgn0030640	FBpp0073851	526	0.5152	79	271	0.3948
FBgn0030643	FBpp0073852	122	0.5492	34	67	0.3734
FBgn0030645	FBpp0073853	191	0.3508	53	67	0.3569
FBgn0030647	FBpp0311216	923	0.8505	169	785	0.5094
FBgn0030648	FBpp0073856	513	0.7193	192	369	0.5415
FBgn0027287	FBpp0423149	1401	0.8494	340	1190	0.4975
FBgn0030653	FBpp0073861	332	0.2349	26	78	0.3459
FBgn0030658	FBpp0073862	333	0.5405	45	180	0.3953
FBgn0030660	FBpp0073863	446	0.3161	23	141	0.3449
FBgn0030661	FBpp0073864	483	0.3623	32	175	0.3654
FBgn0030663	FBpp0073866	162	0.6173	95	100	0.4388
FBgn0030664	FBpp0073867	244	0.6475	65	158	0.4381
FBgn0030666	FBpp0073868	405	0.7037	135	285	0.4693
FBgn0030668	FBpp0073869	330	0.5606	50	185	0.4119
FBgn0030671	FBpp0073870	345	0.3797	41	131	0.3759
FBgn0030673	FBpp0073871	277	0.7762	67	215	0.4636
FBgn0030672	FBpp0073872	611	0.4370	57	267	0.3869
FBgn0030670	FBpp0073874	224	0.1205	21	27	0.2505
FBgn0030669	FBpp0073876	166	0.3373	20	56	0.3552
FBgn0030667	FBpp0312520	1144	0.8837	198	1011	0.5195
FBgn0030665	FBpp0073878	410	0.7439	142	305	0.4723
FBgn0003463	FBpp0073879	1038	0.5568	59	578	0.4196
FBgn0030659	FBpp0073882	560	0.7196	81	403	0.4635
FBgn0030655	FBpp0073887	687	0.7627	229	524	0.5047
FBgn0030654	FBpp0073888	212	0.4670	39	99	0.3806
FBgn0030642	FBpp0073892	183	0.2295	41	42	0.3117
FBgn0004391	FBpp0073893	2030	0.4025	69	817	0.3685
FBgn0040285	FBpp0073895	343	0.5131	99	176	0.3664
FBgn0030674	FBpp0309265	5151	0.4496	187	2316	0.3927
FBgn0030675	FBpp0073899	345	0.2928	29	101	0.3578
FBgn0026666	FBpp0304862	131	0.2290	14	30	0.3611
FBgn0030679	FBpp0073901	191	0.6387	50	122	0.4194
FBgn0027329	FBpp0073902	533	0.2627	35	140	0.3493
FBgn0030683	FBpp0073903	388	0.3273	47	127	0.3567
FBgn0030684	FBpp0073904	415	0.4434	48	184	0.3687
FBgn0030686	FBpp0073906	362	0.4945	47	179	0.4060
FBgn0030687	FBpp0290035	1383	0.4172	48	577	0.3779
FBgn0053172	FBpp0300435	998	0.3737	40	373	0.3662
FBgn0030692	FBpp0073910	557	0.7828	114	436	0.4661
FBgn0026374	FBpp0089121	718	0.5752	52	413	0.4180
FBgn0030694	FBpp0073912	342	0.6608	50	226	0.4372
FBgn0030696	FBpp0073913	432	0.4352	68	188	0.3808
FBgn0003345	FBpp0428180	747	0.7323	89	547	0.4575
FBgn0030697	FBpp0073917	790	0.5468	119	432	0.4233
FBgn0030699	FBpp0073918	396	0.7904	116	313	0.4832
FBgn0030700	FBpp0073919	377	0.4509	49	170	0.3714
FBgn0001105	FBpp0073921	340	0.1971	20	67	0.3437
FBgn0001092	FBpp0073922	332	0.1235	13	41	0.3270
FBgn0030701	FBpp0423172	1043	0.4420	54	461	0.3851
FBgn0030704	FBpp0073927	271	0.6716	49	182	0.4361
FBgn0003392	FBpp0305866	896	0.5246	71	470	0.4088
FBgn0030706	FBpp0073931	2009	0.4589	101	922	0.3898
FBgn0030707	FBpp0290450	612	0.4020	65	246	0.3789
FBgn0030710	FBpp0073935	514	0.5837	105	300	0.4232
FBgn0030711	FBpp0073937	159	0.4591	18	73	0.4056
FBgn0045073	FBpp0073955	570	0.6228	149	355	0.4377
FBgn0053180	FBpp0292664	1110	0.3162	33	351	0.3607
FBgn0010315	FBpp0289620	477	0.4864	86	232	0.4108
FBgn0030703	FBpp0073959	248	0.5887	87	146	0.4549
FBgn0065035	FBpp0089414	332	0.5934	96	197	0.4089
FBgn0002914	FBpp0073961	657	0.8432	84	554	0.4871
FBgn0026076	FBpp0073962	347	0.7320	81	254	0.4916
FBgn0014391	FBpp0073963	61	0.4754	21	29	0.4335
FBgn0027093	FBpp0073965	665	0.4556	43	303	0.3853
FBgn0000319	FBpp0073966	1678	0.3111	38	522	0.3600
FBgn0030695	FBpp0073968	345	0.6522	77	225	0.4411
FBgn0052581	FBpp0073969	283	0.5866	84	166	0.4160
FBgn0030693	FBpp0073970	277	0.6282	84	174	0.4313
FBgn0025809	FBpp0073975	225	0.3733	32	84	0.3985
FBgn0030691	FBpp0073977	793	0.4603	43	365	0.3941
FBgn0030688	FBpp0073978	276	0.1775	11	49	0.3006
FBgn0030685	FBpp0309266	1025	0.6566	112	673	0.4448
FBgn0030680	FBpp0073981	762	0.5092	72	388	0.4048
FBgn0030678	FBpp0073982	420	0.4167	42	175	0.3791
FBgn0011741	FBpp0073983	398	0.3518	28	140	0.3687
FBgn0030676	FBpp0271786	174	0.5402	43	94	0.3960
FBgn0030731	FBpp0073988	598	0.2107	24	126	0.3328
FBgn0004066	FBpp0073989	249	0.4378	22	109	0.3947
FBgn0000536	FBpp0073993	495	0.5354	95	265	0.4212
FBgn0030733	FBpp0073995	111	0.7117	46	79	0.4635
FBgn0030735	FBpp0111901	1250	0.5624	61	703	0.4255
FBgn0027521	FBpp0074001	643	0.7792	94	501	0.4853
FBgn0030739	FBpp0307917	1102	0.4610	53	508	0.3845
FBgn0052579	FBpp0304142	359	0.0947	19	34	0.2550
FBgn0003416	FBpp0074009	1236	0.5235	54	647	0.4130
FBgn0005411	FBpp0298005	427	0.4496	58	192	0.4114
FBgn0030743	FBpp0305494	102	0.5588	26	57	0.3850
FBgn0030742	FBpp0074015	318	0.5063	71	161	0.4007
FBgn0030740	FBpp0074016	301	0.4153	42	125	0.3628
FBgn0004432	FBpp0074017	227	0.3744	22	85	0.3731
FBgn0030738	FBpp0111905	820	0.8927	555	732	0.5988
FBgn0030734	FBpp0074020	412	0.4854	56	200	0.3909
FBgn0040207	FBpp0074025	819	0.5177	112	424	0.4152
FBgn0030729	FBpp0288526	304	0.6382	113	194	0.4378
FBgn0004598	FBpp0074042	1682	0.5404	74	909	0.4101
FBgn0030745	FBpp0074044	276	0.0616	13	17	0.2495
FBgn0004367	FBpp0074047	2517	0.4088	66	1029	0.3762
FBgn0030747	FBpp0074048	1342	0.4203	93	564	0.3643
FBgn0030748	FBpp0074051	474	0.7089	81	336	0.4572
FBgn0030753	FBpp0074054	458	0.5393	74	247	0.4123
FBgn0026181	FBpp0074061	1390	0.7129	201	991	0.4581
FBgn0030752	FBpp0074076	357	0.4986	36	178	0.3875
FBgn0030749	FBpp0074078	511	0.4932	121	252	0.4132
FBgn0030746	FBpp0074079	1060	0.3075	32	326	0.3359
FBgn0010416	FBpp0074080	578	0.3910	35	226	0.3775
FBgn0030744	FBpp0074082	322	0.6863	55	221	0.4667
FBgn0010412	FBpp0309135	156	0.3462	15	54	0.3676
FBgn0030766	FBpp0074089	676	0.3920	66	265	0.3493
FBgn0052573	FBpp0074090	392	0.3827	26	150	0.3712
FBgn0030776	FBpp0074095	254	0.2205	12	56	0.3399
FBgn0030780	FBpp0074096	877	0.7777	137	682	0.4967
FBgn0052572	FBpp0074098	575	0.7739	147	445	0.4951
FBgn0052571	FBpp0074099	346	0.4827	27	167	0.3808
FBgn0052570	FBpp0074100	247	0.5749	59	142	0.3999
FBgn0052569	FBpp0288687	210	0.7571	49	159	0.4443
FBgn0052574	FBpp0074103	388	0.5644	29	219	0.4035
FBgn0030786	FBpp0074104	233	0.5794	42	135	0.4448
FBgn0030788	FBpp0074105	173	0.7168	29	124	0.4716
FBgn0030790	FBpp0074106	269	0.5948	42	160	0.4205
FBgn0030792	FBpp0074107	274	0.3650	37	100	0.3812
FBgn0030794	FBpp0074108	480	0.5792	71	278	0.4214
FBgn0030795	FBpp0074109	606	0.4950	81	300	0.3939
FBgn0030796	FBpp0074110	822	0.3929	69	323	0.3756
FBgn0030799	FBpp0074113	355	0.3521	27	125	0.3675
FBgn0030801	FBpp0074115	238	0.9664	81	230	0.5125
FBgn0030803	FBpp0074116	351	0.4501	54	158	0.3907
FBgn0030804	FBpp0074117	212	0.2075	12	44	0.3163
FBgn0027556	FBpp0074118	538	0.2342	38	126	0.2911
FBgn0053252	FBpp0074120	174	0.1782	17	31	0.2576
FBgn0030802	FBpp0074121	189	0.5344	42	101	0.3944
FBgn0030800	FBpp0074122	412	0.2694	26	111	0.3547
FBgn0030798	FBpp0289660	1158	0.7358	115	852	0.4846
FBgn0030797	FBpp0300888	217	0.4931	42	107	0.3675
FBgn0030793	FBpp0074126	375	0.4347	30	163	0.3885
FBgn0030791	FBpp0074128	246	0.5610	63	138	0.4255
FBgn0030789	FBpp0074129	412	0.5316	110	219	0.4428
FBgn0030787	FBpp0074130	403	0.8759	77	353	0.4933
FBgn0001250	FBpp0074131	1396	0.5201	147	726	0.4091
FBgn0027528	FBpp0074133	879	0.4528	41	398	0.3870
FBgn0030777	FBpp0074135	253	0.2727	24	69	0.3102
FBgn0030775	FBpp0074136	261	0.2452	21	64	0.3250
FBgn0030774	FBpp0074137	249	0.0924	12	23	0.3091
FBgn0030773	FBpp0074138	251	0.3546	27	89	0.3572
FBgn0030770	FBpp0074147	134	0.8284	56	111	0.4871
FBgn0030769	FBpp0288655	129	0.4651	24	60	0.3773
FBgn0015336	FBpp0074149	1084	0.6568	73	712	0.4496
FBgn0030768	FBpp0074150	454	0.4229	78	192	0.3578
FBgn0030808	FBpp0288535	1552	0.7268	175	1128	0.4628
FBgn0030813	FBpp0074155	197	0.2995	23	59	0.3716
FBgn0030814	FBpp0074156	517	0.5106	45	264	0.3898
FBgn0030816	FBpp0074157	468	0.1902	29	89	0.2723
FBgn0030817	FBpp0306536	496	0.2802	78	139	0.3019
FBgn0000163	FBpp0110299	1520	0.7388	139	1123	0.4660
FBgn0030824	FBpp0074163	209	0.0000	0	0	0.2085
FBgn0052564	FBpp0074164	409	0.2812	39	115	0.3547
FBgn0052563	FBpp0074165	170	0.5235	43	89	0.3952
FBgn0030828	FBpp0074167	411	0.3139	45	129	0.3500
FBgn0030829	FBpp0074168	113	0.4602	25	52	0.3656
FBgn0030830	FBpp0113032	172	0.0872	14	15	0.2628
FBgn0030832	FBpp0271729	200	0.0050	1	1	0.2180
FBgn0003057	FBpp0074174	173	0.0058	1	1	0.2398
FBgn0030826	FBpp0074176	173	0.3237	27	56	0.3356
FBgn0030823	FBpp0074177	496	0.5726	81	284	0.4282
FBgn0002590	FBpp0074180	228	0.4868	22	111	0.3985
FBgn0065032	FBpp0074184	174	0.4713	33	82	0.3998
FBgn0030815	FBpp0074185	1430	0.7266	171	1039	0.4809
FBgn0030812	FBpp0302662	876	0.7420	133	650	0.4733
FBgn0030809	FBpp0074189	1824	0.3860	55	704	0.3715
FBgn0030807	FBpp0074190	110	0.7091	51	78	0.4557
FBgn0030806	FBpp0074191	335	0.6478	52	217	0.4294
FBgn0030805	FBpp0074192	406	0.4015	45	163	0.3557
FBgn0030838	FBpp0074199	303	0.6964	103	211	0.4694
FBgn0004854	FBpp0074203	645	0.6806	91	439	0.4818
FBgn0011758	FBpp0074204	544	0.5276	58	287	0.3991
FBgn0030839	FBpp0074205	655	0.4962	94	325	0.3988
FBgn0030841	FBpp0074210	759	0.8182	379	621	0.5182
FBgn0030840	FBpp0074211	538	0.5948	69	320	0.4303
FBgn0040877	FBpp0074212	67	0.2836	15	19	0.3266
FBgn0027602	FBpp0074214	975	0.6277	173	612	0.4558
FBgn0024238	FBpp0074217	641	0.3822	38	245	0.3678
FBgn0030837	FBpp0074218	198	0.3586	34	71	0.3574
FBgn0030836	FBpp0074219	214	0.1869	23	40	0.3208
FBgn0030834	FBpp0074220	234	0.8248	78	193	0.5225
FBgn0030833	FBpp0074221	976	0.4283	68	418	0.3857
FBgn0030847	FBpp0307237	469	0.6141	60	288	0.4335
FBgn0030846	FBpp0307239	432	0.9537	192	412	0.5242
FBgn0026313	FBpp0309485	1170	0.6282	75	735	0.4394
FBgn0030853	FBpp0074226	242	0.4380	40	106	0.3969
FBgn0030855	FBpp0074227	826	0.5714	138	472	0.4306
FBgn0026192	FBpp0074229	351	0.4986	43	175	0.4187
FBgn0024184	FBpp0309490	588	0.4779	72	281	0.4246
FBgn0026058	FBpp0074235	382	0.6675	90	255	0.4537
FBgn0030870	FBpp0074236	290	0.4517	48	131	0.3390
FBgn0000617	FBpp0074237	278	0.5504	51	153	0.4083
FBgn0030872	FBpp0074238	340	0.2824	29	96	0.3399
FBgn0052557	FBpp0074240	645	0.2884	41	186	0.3631
FBgn0052554	FBpp0074241	239	0.8117	68	194	0.5002
FBgn0030873	FBpp0074242	321	0.2274	29	73	0.2872
FBgn0030871	FBpp0074246	353	0.3739	41	132	0.3803
FBgn0030869	FBpp0301993	1021	0.6572	95	671	0.4514
FBgn0030868	FBpp0074248	125	0.2320	16	29	0.3214
FBgn0030864	FBpp0074249	398	0.4749	76	189	0.4025
FBgn0030859	FBpp0074253	663	0.2383	31	158	0.3114
FBgn0030858	FBpp0074254	1105	0.2633	26	291	0.3386
FBgn0026375	FBpp0305817	1621	0.5552	141	900	0.4161
FBgn0030854	FBpp0074258	336	0.9613	127	323	0.5666
FBgn0030851	FBpp0074260	332	0.9488	122	315	0.5466
FBgn0030850	FBpp0074261	320	0.3625	60	116	0.3395
FBgn0028343	FBpp0290627	1174	0.6201	64	728	0.4372
FBgn0030876	FBpp0074266	162	0.5617	41	91	0.4244
FBgn0030878	FBpp0074267	409	0.5379	36	220	0.4010
FBgn0030881	FBpp0074268	370	0.5838	66	216	0.4343
FBgn0030880	FBpp0074269	358	0.5754	32	206	0.4131
FBgn0030882	FBpp0290194	562	0.2794	34	157	0.3558
FBgn0030884	FBpp0074279	1000	0.5280	89	528	0.4097
FBgn0030889	FBpp0428110	1162	0.5714	75	664	0.4281
FBgn0030891	FBpp0308623	588	0.4898	56	288	0.4149
FBgn0021765	FBpp0074285	255	0.1882	14	48	0.3377
FBgn0030893	FBpp0309969	581	0.6695	88	389	0.4380
FBgn0022724	FBpp0074288	328	0.6707	105	220	0.4626
FBgn0030895	FBpp0074289	417	0.3213	33	134	0.3518
FBgn0030894	FBpp0074301	352	0.5653	51	199	0.4235
FBgn0030890	FBpp0074304	674	0.3680	56	248	0.3498
FBgn0030886	FBpp0074313	531	0.7175	133	381	0.4924
FBgn0030883	FBpp0074314	164	0.2927	26	48	0.3460
FBgn0030877	FBpp0074318	607	0.4514	35	274	0.3738
FBgn0083228	FBpp0074320	187	0.5294	50	99	0.4297
FBgn0030900	FBpp0074321	192	0.8958	142	172	0.5141
FBgn0030914	FBpp0074325	486	0.3519	23	171	0.3651
FBgn0030915	FBpp0074330	307	0.6971	110	214	0.4488
FBgn0022355	FBpp0074331	641	0.5164	45	331	0.4003
FBgn0030918	FBpp0074332	399	0.2857	27	114	0.3486
FBgn0030921	FBpp0074335	215	0.4791	56	103	0.4239
FBgn0052551	FBpp0288442	104	0.4904	24	51	0.3663
FBgn0052548	FBpp0074340	385	0.6494	123	250	0.4415
FBgn0052549	FBpp0309367	709	0.4654	104	330	0.3966
FBgn0008635	FBpp0074348	964	0.3683	29	355	0.3620
FBgn0004957	FBpp0074349	525	0.1886	24	99	0.2774
FBgn0030913	FBpp0074350	614	0.7671	92	471	0.4781
FBgn0030912	FBpp0310654	305	0.4984	49	152	0.4050
FBgn0004956	FBpp0074353	413	0.7385	70	305	0.4782
FBgn0030905	FBpp0074356	147	0.7143	67	105	0.4804
FBgn0030904	FBpp0423083	406	0.7365	121	299	0.4584
FBgn0030899	FBpp0074362	149	0.6309	43	94	0.4351
FBgn0030931	FBpp0074364	250	0.2960	21	74	0.3494
FBgn0027087	FBpp0305939	564	0.3670	75	207	0.3841
FBgn0030938	FBpp0074368	174	0.5517	38	96	0.4596
FBgn0030943	FBpp0074372	331	0.6224	69	206	0.4277
FBgn0001079	FBpp0074373	805	0.3826	85	308	0.3819
FBgn0004959	FBpp0074374	574	0.3101	64	178	0.3598
FBgn0030949	FBpp0074375	490	0.2061	17	101	0.3352
FBgn0030952	FBpp0074376	324	0.8920	97	289	0.4938
FBgn0030951	FBpp0074378	148	0.4865	31	72	0.4022
FBgn0010383	FBpp0074380	538	0.4721	31	254	0.3729
FBgn0030947	FBpp0074382	324	0.4568	49	148	0.3736
FBgn0030946	FBpp0074383	872	0.3521	145	307	0.3613
FBgn0030945	FBpp0074385	686	0.4592	51	315	0.3869
FBgn0030944	FBpp0074386	225	0.5644	27	127	0.4242
FBgn0027335	FBpp0074387	832	0.8185	282	681	0.5099
FBgn0030941	FBpp0074388	343	0.5423	54	186	0.3927
FBgn0030940	FBpp0074389	1895	0.9040	543	1713	0.5664
FBgn0030937	FBpp0074390	436	0.3028	26	132	0.3599
FBgn0030936	FBpp0074391	332	0.6988	65	232	0.4337
FBgn0030933	FBpp0074392	337	0.7834	73	264	0.4941
FBgn0030932	FBpp0074393	579	0.2781	22	161	0.3377
FBgn0010194	FBpp0074394	1004	0.7102	145	713	0.4613
FBgn0030930	FBpp0074395	591	0.3926	68	232	0.3775
FBgn0030929	FBpp0074397	163	0.3558	16	58	0.3389
FBgn0030928	FBpp0074398	160	0.3438	39	55	0.3460
FBgn0030927	FBpp0074399	494	0.4130	75	204	0.3834
FBgn0030926	FBpp0074400	394	0.1954	29	77	0.3289
FBgn0030925	FBpp0111913	637	0.5432	170	346	0.4434
FBgn0030955	FBpp0074402	163	0.3436	34	56	0.3821
FBgn0030960	FBpp0074406	218	0.5000	44	109	0.3989
FBgn0030961	FBpp0290376	1062	0.3936	48	418	0.3797
FBgn0030963	FBpp0074410	352	0.3920	22	138	0.3784
FBgn0030964	FBpp0074411	325	0.6185	77	201	0.4185
FBgn0030969	FBpp0074414	494	0.4777	39	236	0.3961
FBgn0052544	FBpp0074415	186	0.8118	55	151	0.4869
FBgn0030973	FBpp0074418	560	0.5018	53	281	0.4008
FBgn0030975	FBpp0074419	437	0.4600	56	201	0.3926
FBgn0030976	FBpp0309670	235	0.3277	33	77	0.3550
FBgn0030974	FBpp0074423	1150	0.7826	301	900	0.5113
FBgn0030970	FBpp0074424	482	0.5290	32	255	0.3980
FBgn0030968	FBpp0074425	242	0.1198	7	29	0.3199
FBgn0030966	FBpp0074426	573	0.4014	36	230	0.3902
FBgn0001090	FBpp0074427	442	0.8122	149	359	0.5045
FBgn0030959	FBpp0074431	474	0.6561	63	311	0.4457
FBgn0030956	FBpp0074432	474	0.6561	63	311	0.4476
FBgn0030954	FBpp0111916	584	0.3031	82	177	0.3279
FBgn0030979	FBpp0074434	668	0.7380	65	493	0.4643
FBgn0030980	FBpp0074435	168	0.0000	0	0	0.2819
FBgn0030981	FBpp0074436	193	0.0104	2	2	0.2281
FBgn0030991	FBpp0074437	304	0.6809	95	207	0.4354
FBgn0030992	FBpp0303582	414	0.5652	59	234	0.4019
FBgn0030993	FBpp0074440	350	0.4229	24	148	0.3715
FBgn0030994	FBpp0074441	179	0.5419	69	97	0.4816
FBgn0030996	FBpp0074442	358	0.1592	26	57	0.2585
FBgn0030999	FBpp0074443	481	0.6736	219	324	0.5101
FBgn0031000	FBpp0074444	308	0.6234	174	192	0.4688
FBgn0031001	FBpp0304666	952	0.7616	110	725	0.4902
FBgn0031003	FBpp0074446	319	0.2351	27	75	0.3346
FBgn0031005	FBpp0074447	384	0.4583	48	176	0.3970
FBgn0040068	FBpp0112228	1001	0.5375	54	538	0.4028
FBgn0031012	FBpp0074452	616	0.3718	92	229	0.3412
FBgn0031011	FBpp0074453	647	0.2550	42	165	0.3142
FBgn0031010	FBpp0304667	563	0.2380	50	134	0.2896
FBgn0052536	FBpp0074455	219	0.6621	83	145	0.4594
FBgn0052537	FBpp0074456	347	0.7291	217	253	0.4975
FBgn0031008	FBpp0074457	383	0.6684	65	256	0.4563
FBgn0031006	FBpp0074458	1936	0.4416	100	855	0.3910
FBgn0031004	FBpp0074459	480	0.0958	23	46	0.2327
FBgn0031002	FBpp0074460	600	0.3517	90	211	0.3339
FBgn0030998	FBpp0074461	614	0.2573	59	158	0.3022
FBgn0027603	FBpp0074462	1513	0.8189	209	1239	0.4872
FBgn0030997	FBpp0074464	325	0.2246	25	73	0.3031
FBgn0030995	FBpp0074465	315	0.3778	32	119	0.3582
FBgn0030990	FBpp0074466	522	0.7452	100	389	0.4669
FBgn0030989	FBpp0074467	419	0.3556	50	149	0.3437
FBgn0030985	FBpp0074470	128	0.2109	11	27	0.3206
FBgn0030983	FBpp0074472	158	0.6519	50	103	0.4275
FBgn0030982	FBpp0074473	124	0.2742	34	34	0.3452
FBgn0031018	FBpp0074479	211	0.7773	137	164	0.4820
FBgn0031020	FBpp0074480	890	0.5000	82	445	0.4053
FBgn0031021	FBpp0074481	183	0.7596	55	139	0.4679
FBgn0027621	FBpp0074485	716	0.5307	59	380	0.4056
FBgn0031023	FBpp0074490	2037	0.7541	169	1536	0.4858
FBgn0000257	FBpp0303585	639	0.2911	35	186	0.3504
FBgn0031032	FBpp0074498	743	0.2059	29	153	0.2989
FBgn0031034	FBpp0074499	713	0.1823	40	130	0.2850
FBgn0031037	FBpp0074503	192	0.7240	74	139	0.4747
FBgn0031040	FBpp0074509	140	0.9857	135	138	0.5944
FBgn0031044	FBpp0074510	387	0.5116	48	198	0.4105
