"Probe","gene","FBgn ID","stage/tissue","term"
"LD13184","CR42871","FBcl0162300","stage 10-17","Head"
"LD13184","CR42871","FBcl0162300","fat body","Expressed in fat body"
"LD13184","CR42871","FBcl0162300","fat body","Fat body"
"LD13184","CR42871","FBcl0162300","fat body","3rd Instar Larval Tissues"
"LD13184","CR42871","FBcl0162300","fat body","Fat body allover - Ubiquitous"
"LD13184","CR42871","FBcl0162300","intestine","Subcellular localization in midgut"
"LD13184","CR42871","FBcl0162300","intestine","Expressed in midgut"
"LD13184","CR42871","FBcl0162300","intestine","Intestine"
"LD13184","CR42871","FBcl0162300","intestine","3rd Instar Larval Tissues"
"LD13184","CR42871","FBcl0162300","intestine","Midgut - foci"
"LD13184","CR42871","FBcl0162300","intestine","Expressed in gastric caeca"
"LD13184","CR42871","FBcl0162300","intestine","Subcellular localization in gastric caeca"
"LD13184","CR42871","FBcl0162300","intestine","Gastric caeca foci"
"LD13184","CR42871","FBcl0162300","intestine","Expressed in hindgut"
"LD13184","CR42871","FBcl0162300","intestine","Hindgut allover"
"LD13184","CR42871","FBcl0162300","imaginal discs","Imaginal discs"
"LD13184","CR42871","FBcl0162300","imaginal discs","3rd Instar Larval Tissues"
"LD13184","CR42871","FBcl0162300","imaginal discs","Not expressed in imaginal discs"
"LD13184","CR42871","FBcl0162300","nervous system","Nervous system"
"LD13184","CR42871","FBcl0162300","nervous system","3rd Instar Larval Tissues"
"LD13184","CR42871","FBcl0162300","nervous system","Not expressed in nervous system"
"LD13184","CR42871","FBcl0162300","nervous system","Borderline between "not expressed" and "low expression""
"LD13176","CG5151","FBcl0151210","","Annotated by Eric"
"LD13176","CG5151","FBcl0151210","stage 1-3","Stage 1-3"
"LD13176","CG5151","FBcl0151210","stage 1-3","Non-Expressed"
"LD13176","CG5151","FBcl0151210","stage 4-5","Non-Expressed"
"LD13176","CG5151","FBcl0151210","stage 4-5","Stage 4-5"
"LD13176","CG5151","FBcl0151210","stage 6-7","Stage 6-7"
"LD13176","CG5151","FBcl0151210","stage 6-7","Non-Expressed"
"LD13176","CG5151","FBcl0151210","stage 8-9","Non-Expressed"
"LD13176","CG5151","FBcl0151210","stage 8-9","Stage 8-9"
"GH13575","Pgi","FBcl0130537","","Annotated by Ronit"
"GH13575","Pgi","FBcl0130537","stage 1-3","Expressed"
"GH13575","Pgi","FBcl0130537","stage 1-3","Stage 1-3"
"GH13575","Pgi","FBcl0130537","stage 1-3","Maternal"
"GH13575","Pgi","FBcl0130537","stage 1-3","Medium expression (21-40ms exp)"
"GH13575","Pgi","FBcl0130537","stage 1-3","Ubiquitous"
"GH13575","Pgi","FBcl0130537","stage 4-5","Ubiquitous"
"GH13575","Pgi","FBcl0130537","stage 4-5","Degradation maternal transcripts"
"GH13575","Pgi","FBcl0130537","stage 4-5","Degraded partially stage 5"
"GH13575","Pgi","FBcl0130537","stage 4-5","Expressed"
"GH13575","Pgi","FBcl0130537","stage 4-5","Stage 4-5"
"GH13575","Pgi","FBcl0130537","stage 4-5","Degraded"
"GH13575","Pgi","FBcl0130537","stage 4-5","Maternal"
"GH13575","Pgi","FBcl0130537","stage 4-5","Weak expression (>41ms exp)"
"GH13575","Pgi","FBcl0130537","stage 6-7","Subcellular localization patterns"
"GH13575","Pgi","FBcl0130537","stage 6-7","Stage 6-7"
"GH13575","Pgi","FBcl0130537","stage 6-7","Weak expression (>41ms exp)"
"GH13575","Pgi","FBcl0130537","stage 6-7","Ubiquitous"
"GH13575","Pgi","FBcl0130537","stage 6-7","Localized"
"GH13575","Pgi","FBcl0130537","stage 6-7","Nuclei-associated localization"
"GH13575","Pgi","FBcl0130537","stage 6-7","Intranuclear accumulation"
"GH13575","Pgi","FBcl0130537","stage 6-7","Expressed"
"GH13575","Pgi","FBcl0130537","stage 8-9","Stage 8-9"
"GH13575","Pgi","FBcl0130537","stage 8-9","Weak expression (>41ms exp)"
"GH13575","Pgi","FBcl0130537","stage 8-9","Expressed"
"GH13575","Pgi","FBcl0130537","stage 8-9","Ubiquitous"
"GH13575","Pgi","FBcl0130537","stage 10-17","Localized"
"GH13575","Pgi","FBcl0130537","stage 10-17","Zygotic"
"GH13575","Pgi","FBcl0130537","stage 10-17","Stage 10-17"
"GH13575","Pgi","FBcl0130537","stage 10-17","Expressed"
"GH13575","Pgi","FBcl0130537","stage 10-17","Salivary glands lumen"
"GH13575","Pgi","FBcl0130537","stage 10-17","Muscles - subregion"
"GH13575","Pgi","FBcl0130537","stage 10-17","Muscles-embryo"
"GH13575","Pgi","FBcl0130537","stage 10-17","Salivary glands"
"LD12946","CG9066","FBcl0156387","","Annotated by Eric"
"LD12946","CG9066","FBcl0156387","stage 1-3","Expressed"
"LD12946","CG9066","FBcl0156387","stage 1-3","Stage 1-3"
"LD12946","CG9066","FBcl0156387","stage 1-3","Medium expression (21-40ms exp)"
"LD12946","CG9066","FBcl0156387","stage 1-3","Maternal"
"LD12946","CG9066","FBcl0156387","stage 1-3","Ubiquitous"
"LD12946","CG9066","FBcl0156387","stage 4-5","Ubiquitous"
"LD12946","CG9066","FBcl0156387","stage 4-5","Weak expression (>41ms exp)"
"LD12946","CG9066","FBcl0156387","stage 4-5","Maternal"
"LD12946","CG9066","FBcl0156387","stage 4-5","Degraded"
"LD12946","CG9066","FBcl0156387","stage 4-5","Degraded partially stage 5"
"LD12946","CG9066","FBcl0156387","stage 4-5","Degradation maternal transcripts"
"LD12946","CG9066","FBcl0156387","stage 4-5","Stage 4-5"
"LD12946","CG9066","FBcl0156387","stage 4-5","Expressed"
"LD12946","CG9066","FBcl0156387","stage 6-7","Stage 6-7"
"LD12946","CG9066","FBcl0156387","stage 6-7","Expressed"
"LD12946","CG9066","FBcl0156387","stage 6-7","Degraded partially stage 6"
"LD12946","CG9066","FBcl0156387","stage 6-7","Degradation maternal transcripts"
"LD12946","CG9066","FBcl0156387","stage 6-7","Degraded"
"LD12946","CG9066","FBcl0156387","stage 6-7","Ubiquitous"
"LD12946","CG9066","FBcl0156387","stage 8-9","Ubiquitous"
"LD12946","CG9066","FBcl0156387","stage 8-9","Expressed"
"LD12946","CG9066","FBcl0156387","stage 8-9","Stage 8-9"
"LD17611","CG10220","FBcl0159397","","Annotated by Eric"
"LD17611","CG10220","FBcl0159397","stage 1-3","Stage 1-3"
"LD17611","CG10220","FBcl0159397","stage 1-3","Non-Expressed"
"LD17611","CG10220","FBcl0159397","stage 4-5","Stage 4-5"
"LD17611","CG10220","FBcl0159397","stage 4-5","Non-Expressed"
"LD17611","CG10220","FBcl0159397","stage 6-7","Stage 6-7"
"LD17611","CG10220","FBcl0159397","stage 6-7","Non-Expressed"
"LD17611","CG10220","FBcl0159397","stage 8-9","Stage 8-9"
"LD17611","CG10220","FBcl0159397","stage 8-9","Non-Expressed"
"LD17536","Ras85D (LD17536)","FBcl0151189","","Annotated by Eric"
"LD17536","Ras85D (LD17536)","FBcl0151189","stage 1-3","Expressed"
"LD17536","Ras85D (LD17536)","FBcl0151189","stage 1-3","Weak expression (>41ms exp)"
"LD17536","Ras85D (LD17536)","FBcl0151189","stage 1-3","Maternal"
"LD17536","Ras85D (LD17536)","FBcl0151189","stage 1-3","Stage 1-3"
"LD17536","Ras85D (LD17536)","FBcl0151189","stage 1-3","Ubiquitous"
"LD17536","Ras85D (LD17536)","FBcl0151189","stage 4-5","Subcellular localization patterns"
"LD17536","Ras85D (LD17536)","FBcl0151189","stage 4-5","Pole cell exclusion"
"LD17536","Ras85D (LD17536)","FBcl0151189","stage 4-5","Exclusionary patterns"
"LD17536","Ras85D (LD17536)","FBcl0151189","stage 4-5","Degraded"
"LD17536","Ras85D (LD17536)","FBcl0151189","stage 4-5","Stage 4-5"
"LD17536","Ras85D (LD17536)","FBcl0151189","stage 4-5","Expressed"
"LD17536","Ras85D (LD17536)","FBcl0151189","stage 4-5","Maternal"
"LD17536","Ras85D (LD17536)","FBcl0151189","stage 4-5","Embryonic localization patterns"
"LD17536","Ras85D (LD17536)","FBcl0151189","stage 4-5","Localized"
"LD17536","Ras85D (LD17536)","FBcl0151189","stage 4-5","Degradation maternal transcripts"
"LD17536","Ras85D (LD17536)","FBcl0151189","stage 4-5","Degraded partially stage 5"
"LD17536","Ras85D (LD17536)","FBcl0151189","stage 6-7","Stage 6-7"
"LD17536","Ras85D (LD17536)","FBcl0151189","stage 6-7","Exclusionary patterns"
"LD17536","Ras85D (LD17536)","FBcl0151189","stage 6-7","Subcellular localization patterns"
"LD17536","Ras85D (LD17536)","FBcl0151189","stage 6-7","Expressed"
"LD17536","Ras85D (LD17536)","FBcl0151189","stage 6-7","Embryonic localization patterns"
"LD17536","Ras85D (LD17536)","FBcl0151189","stage 6-7","Maternal"
"LD17536","Ras85D (LD17536)","FBcl0151189","stage 6-7","Localized"
"LD17536","Ras85D (LD17536)","FBcl0151189","stage 6-7","Exclusionary patterns"
"LD17536","Ras85D (LD17536)","FBcl0151189","stage 6-7","Pole cell exclusion"
"LD17536","Ras85D (LD17536)","FBcl0151189","stage 8-9","Expressed"
"LD17536","Ras85D (LD17536)","FBcl0151189","stage 8-9","Stage 8-9"
"LD17536","Ras85D (LD17536)","FBcl0151189","stage 8-9","Maternal"
"LD17536","Ras85D (LD17536)","FBcl0151189","stage 8-9","Ubiquitous"
"LD24928","CG5003","FBcl0169559","stage 1-3","Stage 1-3"
"LD24928","CG5003","FBcl0169559","stage 1-3","Non-Expressed"
"LD24928","CG5003","FBcl0169559","stage 4-5","Non-Expressed"
"LD24928","CG5003","FBcl0169559","stage 4-5","Stage 4-5"
"LD24928","CG5003","FBcl0169559","stage 6-7","Stage 6-7"
"LD24928","CG5003","FBcl0169559","stage 6-7","Non-Expressed"
"LD24928","CG5003","FBcl0169559","stage 8-9","Stage 8-9"
"LD24928","CG5003","FBcl0169559","stage 8-9","Non-Expressed"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","","Annotated by Ronit"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 1-3","Weak expression (>41ms exp)"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 1-3","Maternal"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 1-3","Stage 1-3"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 1-3","Expressed"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 1-3","Ubiquitous"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 4-5","Subcellular localization patterns"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 4-5","Degraded partially stage 4"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 4-5","Degraded partially stage 5"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 4-5","Degradation maternal transcripts"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 4-5","Segmented pattern"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 4-5","Ventral blastoderm nuclei"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 4-5","Gap-gene pattern"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 4-5","Subset blastoderm nuclei"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 4-5","Stage 4-5"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 4-5","Expressed"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 4-5","Degraded"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 4-5","Maternal"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 4-5","Weak expression (>41ms exp)"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 4-5","Localized"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 4-5","Exclusionary patterns"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 4-5","Blastoderm nuclei"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 4-5","Zygotic starting stage 4"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 4-5","Zygotic"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 4-5","Pole cell exclusion"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 6-7","Gap-gene pattern"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 6-7","Segmented pattern"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 6-7","Stage 6-7"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 6-7","Exclusionary patterns"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 6-7","Subcellular localization patterns"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 6-7","Basal localization"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 6-7","Embryonic localization patterns"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 6-7","Expressed"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 6-7","Subset blastoderm nuclei"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 6-7","Blastoderm nuclei"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 6-7","Segment polarity pattern"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 6-7","Localized"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 6-7","Zygotic"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 6-7","Basal enrichment"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 6-7","Exclusionary patterns"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 6-7","Pole cell exclusion"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 8-9","Stage 8-9"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 8-9","Expression in neuroblasts"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 8-9","Localized"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 8-9","Subset blastoderm nuclei"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 8-9","Ventral blastoderm nuclei"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 8-9","Expressed"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 8-9","Blastoderm nuclei"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 8-9","Zygotic"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 8-9","Expression in ectoderm"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 10-17","Expressed"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 10-17","Blastoderm nuclei"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 10-17","Brain"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 10-17","Ectoderm"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 10-17","Stage 10-17"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 10-17","Zygotic"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 10-17","Ventral nerve cord"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 10-17","Midgut"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 10-17","Head"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 10-17","Hindgut"
"HL01913","RhoGEF3 (HL01913)","FBcl0149400","stage 10-17","CNS"
"GH21984","Rab26","FBcl0127149","","Annotated by Eric"
"GH21984","Rab26","FBcl0127149","stage 1-3","Stage 1-3"
"GH21984","Rab26","FBcl0127149","stage 1-3","Non-Expressed"
"GH21984","Rab26","FBcl0127149","stage 4-5","Non-Expressed"
"GH21984","Rab26","FBcl0127149","stage 4-5","Stage 4-5"
"GH21984","Rab26","FBcl0127149","stage 6-7","Stage 6-7"
"GH21984","Rab26","FBcl0127149","stage 6-7","Non-Expressed"
"GH21984","Rab26","FBcl0127149","stage 8-9","Non-Expressed"
"GH21984","Rab26","FBcl0127149","stage 8-9","Stage 8-9"
"GM10569","CG8443 (GM10569)","FBcl0138817","","Annotated by Ronit"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 1-3","Degraded"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 1-3","Maternal"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 1-3","Stage 1-3"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 1-3","Medium expression (21-40ms exp)"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 1-3","Expressed"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 1-3","Degraded partially stage 3"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 1-3","Ubiquitous"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 4-5","Subcellular localization patterns"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 4-5","Degraded"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 4-5","Stage 4-5"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 4-5","Expressed"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 4-5","Pole cell exclusion"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 4-5","Anterior blastoderm nuclei"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 4-5","Exclusionary patterns"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 4-5","Zygotic"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 4-5","Blastoderm nuclei"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 4-5","Subset blastoderm nuclei"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 4-5","Degraded partially stage 4"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 4-5","Degraded completely stage 5"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 4-5","Dorsal blastoderm nuclei"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 4-5","Posterior blastoderm nuclei"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 4-5","Single stripe"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 4-5","Ventral blastoderm nuclei"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 4-5","Localized"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 6-7","Stage 6-7"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 6-7","Ventral blastoderm nuclei"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 6-7","Anterior blastoderm nuclei"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 6-7","Dorsal blastoderm nuclei"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 6-7","Zygotic"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 6-7","Expressed"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 6-7","Localized"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 6-7","Subset blastoderm nuclei"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 6-7","Blastoderm nuclei"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 8-9","Ventral blastoderm nuclei"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 8-9","Localized"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 8-9","Expression in API"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 8-9","Expression in neuroblasts"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 8-9","Subset blastoderm nuclei"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 8-9","Stage 8-9"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 8-9","Zygotic"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 8-9","Expressed"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 8-9","Blastoderm nuclei"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 10-17","Expressed"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 10-17","Zygotic"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 10-17","Localized"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 10-17","Stage 10-17"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 10-17","Blastoderm nuclei"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 10-17","CNS"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 10-17","Ectoderm"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 10-17","Head"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 10-17","Hindgut"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 10-17","Midgut"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 10-17","Ventral nerve cord"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 10-17","Specific hindgut area or cells"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 10-17","Posterior spiracles"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 10-17","Visceral mesoderm"
"GM10569","CG8443 (GM10569)","FBcl0138817","stage 10-17","Muscles-embryo"
"LD25651","Gtp-bp","FBcl0172054","stage 1-3","Ubiquitous"
"LD25651","Gtp-bp","FBcl0172054","stage 1-3","Expressed"
"LD25651","Gtp-bp","FBcl0172054","stage 1-3","Stage 1-3"
"LD25651","Gtp-bp","FBcl0172054","stage 1-3","Maternal"
"LD25651","Gtp-bp","FBcl0172054","stage 1-3","Weak expression (>41ms exp)"
"LD25651","Gtp-bp","FBcl0172054","stage 4-5","Ubiquitous"
"LD25651","Gtp-bp","FBcl0172054","stage 4-5","Degraded partially stage 4"
"LD25651","Gtp-bp","FBcl0172054","stage 4-5","Degradation maternal transcripts"
"LD25651","Gtp-bp","FBcl0172054","stage 4-5","Degraded completely stage 5"
"LD25651","Gtp-bp","FBcl0172054","stage 4-5","Expressed"
"LD25651","Gtp-bp","FBcl0172054","stage 4-5","Degraded"
"LD25651","Gtp-bp","FBcl0172054","stage 4-5","Stage 4-5"
"LD25651","Gtp-bp","FBcl0172054","stage 4-5","Maternal"
"LD25651","Gtp-bp","FBcl0172054","stage 6-7","Stage 6-7"
"LD25651","Gtp-bp","FBcl0172054","stage 6-7","Non-Expressed"
"LD25651","Gtp-bp","FBcl0172054","stage 8-9","Non-Expressed"
"LD25651","Gtp-bp","FBcl0172054","stage 8-9","Stage 8-9"
"GM13032","CG6983","FBcl0147076","","Annotated by Ronit"
"GM13032","CG6983","FBcl0147076","stage 1-3","Weak expression (>41ms exp)"
"GM13032","CG6983","FBcl0147076","stage 1-3","Stage 1-3"
"GM13032","CG6983","FBcl0147076","stage 1-3","Maternal"
"GM13032","CG6983","FBcl0147076","stage 1-3","Expressed"
"GM13032","CG6983","FBcl0147076","stage 1-3","Ubiquitous"
"GM13032","CG6983","FBcl0147076","stage 4-5","Subcellular localization patterns"
"GM13032","CG6983","FBcl0147076","stage 4-5","Maternal"
"GM13032","CG6983","FBcl0147076","stage 4-5","Degraded"
"GM13032","CG6983","FBcl0147076","stage 4-5","Pole cell exclusion"
"GM13032","CG6983","FBcl0147076","stage 4-5","Exclusionary patterns"
"GM13032","CG6983","FBcl0147076","stage 4-5","Localized"
"GM13032","CG6983","FBcl0147076","stage 4-5","Apical exclusion"
"GM13032","CG6983","FBcl0147076","stage 4-5","Embryonic localization patterns"
"GM13032","CG6983","FBcl0147076","stage 4-5","Stage 4-5"
"GM13032","CG6983","FBcl0147076","stage 4-5","Expressed"
"GM13032","CG6983","FBcl0147076","stage 4-5","Basal exclusion"
"GM13032","CG6983","FBcl0147076","stage 4-5","Yolk plasm localization"
"GM13032","CG6983","FBcl0147076","stage 4-5","Yolk plasm enrichment"
"GM13032","CG6983","FBcl0147076","stage 4-5","Degradation maternal transcripts"
"GM13032","CG6983","FBcl0147076","stage 4-5","Degraded partially stage 5"
"GM13032","CG6983","FBcl0147076","stage 6-7","Stage 6-7"
"GM13032","CG6983","FBcl0147076","stage 6-7","Weak expression (>41ms exp)"
"GM13032","CG6983","FBcl0147076","stage 6-7","Apical exclusion"
"GM13032","CG6983","FBcl0147076","stage 6-7","Subcellular localization patterns"
"GM13032","CG6983","FBcl0147076","stage 6-7","Perinuclear subset of nuclei"
"GM13032","CG6983","FBcl0147076","stage 6-7","Maternal"
"GM13032","CG6983","FBcl0147076","stage 6-7","Exclusionary patterns"
"GM13032","CG6983","FBcl0147076","stage 6-7","Perinuclear localization"
"GM13032","CG6983","FBcl0147076","stage 6-7","Nuclei-associated localization"
"GM13032","CG6983","FBcl0147076","stage 6-7","Yolk plasm enrichment"
"GM13032","CG6983","FBcl0147076","stage 6-7","Perinuclear around yolk nuclei"
"GM13032","CG6983","FBcl0147076","stage 6-7","Yolk plasm localization"
"GM13032","CG6983","FBcl0147076","stage 6-7","Localized"
"GM13032","CG6983","FBcl0147076","stage 6-7","Embryonic localization patterns"
"GM13032","CG6983","FBcl0147076","stage 6-7","Expressed"
"GM13032","CG6983","FBcl0147076","stage 10-17","Expressed"
"GM13032","CG6983","FBcl0147076","stage 10-17","Stage 10-17"
"GM13032","CG6983","FBcl0147076","stage 10-17","Fat body"
"GM13032","CG6983","FBcl0147076","stage 10-17","Zygotic"
"LD25711","RhoGAP18B","FBcl0167113","stage 1-3","Stage 1-3"
"LD25711","RhoGAP18B","FBcl0167113","stage 1-3","Non-Expressed"
"LD25711","RhoGAP18B","FBcl0167113","stage 4-5","Non-Expressed"
"LD25711","RhoGAP18B","FBcl0167113","stage 4-5","Stage 4-5"
"LD25711","RhoGAP18B","FBcl0167113","stage 6-7","Stage 6-7"
"LD25711","RhoGAP18B","FBcl0167113","stage 6-7","Non-Expressed"
"LD25711","RhoGAP18B","FBcl0167113","stage 8-9","Stage 8-9"
"LD25711","RhoGAP18B","FBcl0167113","stage 8-9","Non-Expressed"
"LD32788","CG17273 (LD32788)","FBcl0169072","","Annotated by Ronit"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 1-3","Localized"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 1-3","Weak expression (>41ms exp)"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 1-3","Expressed"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 1-3","Stage 1-3"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 1-3","Pole plasm excluded"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 1-3","Embryonic localization patterns"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 1-3","Maternal"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 1-3","Exclusionary patterns"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 4-5","Subcellular localization patterns"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 4-5","Stage 4-5"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 4-5","Expressed"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 4-5","Exclusionary patterns"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 4-5","Pole cell exclusion"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 4-5","Embryonic localization patterns"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 4-5","Localized"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 4-5","Maternal"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 4-5","Weak expression (>41ms exp)"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 6-7","Weak expression (>41ms exp)"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 6-7","Stage 6-7"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 6-7","Expressed"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 6-7","Ubiquitous"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 8-9","Ubiquitous"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 8-9","Weak expression (>41ms exp)"
"LD32788","CG17273 (LD32788)","FBcl0169072","stage 8-9","Stage 8-9"
